1,12
2,10
3,13
4,4
5,14
6,15
7,7
8,4
9,4
10,9
11,13
12,15
13,3
14,7
15,9
16,2
17,12
18,2
19,10
20,7
21,12
22,6
23,5
24,3
25,15
26,9
27,4
28,4
29,2
30,6
31,10
32,6
33,4
34,2
35,7
36,13
37,2
38,7
39,14
40,3
41,12
42,2
43,13
44,13
45,12
46,11
47,14
48,3
49,2
50,6
51,2
52,5
53,2
54,8
55,13
56,7
57,5
58,6
59,10
60,4
61,7
62,4
63,9
64,14
65,9
66,3
67,6
68,7
69,7
70,6
71,7
72,7
73,4
74,8
75,10
76,10
77,2
78,7
79,13
80,6
81,14
82,2
83,3
84,11
85,10
86,12
87,14
88,5
89,4
90,10
91,3
92,9
93,3
94,3
95,10
96,10
97,5
98,15
99,5
100,12
101,6
102,7
103,14
104,8
105,12
106,7
107,15
108,15
109,5
110,8
111,15
112,13
113,13
114,14
115,6
116,6
117,3
118,14
119,8
120,2
121,4
122,13
123,6
124,2
125,7
126,5
127,14
128,6
129,7
130,6
131,7
132,3
133,14
134,7
135,8
136,7
137,12
138,7
139,10
140,4
141,10
142,8
143,12
144,4
145,15
146,8
147,8
148,4
149,15
150,5
151,9
152,9
153,5
154,8
155,2
156,10
157,15
158,8
159,12
160,9
161,7
162,6
163,6
164,8
165,4
166,6
167,3
168,14
169,12
170,11
171,8
172,13
173,12
174,10
175,10
176,10
177,14
178,7
179,4
180,14
181,15
182,2
183,9
184,7
185,9
186,5
187,12
188,6
189,10
190,14
191,9
192,14
193,11
194,9
195,11
196,5
197,12
198,7
199,5
200,12
201,9
202,15
203,2
204,12
205,13
206,13
207,11
208,13
209,9
210,12
211,4
212,4
213,6
214,4
215,13
216,7
217,8
218,2
219,8
220,8
221,2
222,7
223,9
224,8
225,4
226,13
227,14
228,4
229,14
230,8
231,3
232,8
233,4
234,12
235,15
236,8
237,5
238,10
239,5
240,5
241,12
242,10
243,4
244,6
245,6
246,9
247,5
248,5
249,4
250,6
251,7
252,15
253,14
254,11
255,7
256,10
257,8
258,14
259,12
260,13
261,12
262,8
263,6
264,11
265,8
266,2
267,2
268,13
269,15
270,9
271,12
272,10
273,9
274,12
275,3
276,14
277,6
278,3
279,3
