1,8
2,9
3,11
4,6
5,5
6,14
7,9
8,6
9,7
10,3
11,5
12,12
13,6
14,6
15,5
16,10
17,7
18,6
19,14
20,5
21,7
22,10
23,14
24,6
25,10
26,4
27,12
28,2
29,11
30,5
31,9
32,2
33,4
34,4
35,14
36,3
37,2
38,10
39,4
40,5
41,2
42,10
43,14
44,10
45,3
46,15
47,7
48,15
49,6
50,12
51,14
52,10
53,15
54,9
55,3
56,3
57,14
58,2
59,6
60,3
61,10
62,14
63,12
64,11
65,13
66,14
67,7
68,13
69,2
70,3
71,5
72,9
73,15
74,5
75,4
76,6
77,5
78,10
79,8
80,7
81,12
82,7
83,12
84,12
85,7
86,10
87,2
88,5
89,9
90,5
91,3
92,12
93,9
94,8
95,4
96,6
97,5
98,15
99,6
100,6
101,15
102,6
103,13
104,9
105,3
106,7
107,13
108,8
109,5
110,7
111,13
112,13
113,12
114,14
115,14
116,15
117,2
118,13
119,10
120,8
121,3
122,2
123,11
124,4
125,10
126,12
127,4
128,12
129,5
130,10
131,15
132,13
133,13
134,3
135,9
136,14
137,6
138,2
139,12
140,2
141,3
142,14
143,2
144,2
145,5
146,12
147,15
148,6
149,13
150,5
151,4
152,3
153,4
154,15
155,12
156,4
157,13
158,12
159,9
160,8
161,15
162,4
163,9
164,7
165,8
166,15
167,4
168,9
169,8
170,11
171,4
172,14
173,8
174,10
175,11
176,5
177,4
178,6
179,6
180,5
181,13
182,6
183,15
184,7
185,13
186,9
187,5
188,10
189,5
190,7
191,10
192,2
193,6
194,8
195,8
196,5
197,4
198,12
199,8
200,12
201,12
202,14
203,11
204,7
205,12
206,9
207,9
208,14
209,15
210,5
211,5
212,2
213,9
214,7
215,10
216,10
217,9
218,13
219,4
220,6
221,3
222,7
223,12
224,12
225,5
226,5
227,14
228,3
229,6
230,4
231,3
232,4
233,12
234,2
235,6
236,10
237,14
238,12
239,7
240,5
241,11
242,6
243,11
244,13
245,8
246,3
247,9
248,5
249,9
250,14
251,5
252,12
253,4
254,15
255,15
256,6
257,7
258,10
259,6
260,14
261,13
262,7
263,5
264,13
265,10
266,13
267,15
268,9
269,5
270,5
271,5
272,3
273,14
274,10
275,8
276,14
277,5
278,15
279,15
